brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,clean_title,price,country
Nissan,GT-R Premium,2009,"88,000 mi.",Gasoline,480.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,White,At least 1 accident or damage reported,Yes,"57,000",Germany
Audi,R8 4.2 quattro Spyder,2011,"35,322 mi.",Gasoline,4.2L V8 32V GDI DOHC,6-Speed Manual,Phantom Black Pearl Effect / Black Roof,Red,None reported,,"94,900",Norway
Acura,TLX A-Spec,2020,"32,500 mi.",Gasoline,206.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,White,Red,None reported,Yes,"32,000",Sweden
Audi,A6 3.0T Premium Plus,2016,"71,280 mi.",Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,"22,000",Netherlands
Porsche,Panamera 2,2011,"37,200 mi.",Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Beige,None reported,Yes,"27,500",Austria
Saturn,Sky Red Line,2008,"94,291 mi.",Gasoline,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,–,None reported,Yes,"14,500",Norway
Maserati,Coupe Cambiocorsa,2006,"54,082 mi.",Gasoline,390.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Beige,None reported,Yes,"17,000",Sweden
Volvo,XC90 Recharge Plug-In Hybrid T8 Inscription 7 Passenger,2022,"7,800 mi.",Plug-In Hybrid,455.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Black,Beige,None reported,Yes,"66,000",Sweden
Jeep,Wrangler Sport,2016,"86,250 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,White,Black,None reported,Yes,"22,000",Netherlands
BMW,X5 xDrive50i,2016,"75,479 mi.",Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,Black,None reported,Yes,"27,899",Switzerland
BMW,750 i,2017,"24,650 mi.",Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,"50,000",Sweden
Volkswagen,Golf R 4-Door,2013,"102,750 mi.",Gasoline,256.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,"20,000",Switzerland
Alfa,Romeo Stelvio Base,2018,"50,000 mi.",Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Brown,Brown,None reported,Yes,"27,500",Switzerland
BMW,X5 xDrive35i,2017,"72,700 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,"27,499",Spain
BMW,X6 M Base,2018,"54,293 mi.",Gasoline,567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,At least 1 accident or damage reported,Yes,"49,000",Netherlands
Lexus,IS 300 Base,2018,"16,000 mi.",Gasoline,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Brown,At least 1 accident or damage reported,Yes,"30,500",France
Lamborghini,Gallardo SE,2006,"19,500 mi.",Gasoline,493.0HP 5.0L 10 Cylinder Engine Gasoline Fuel,6-Speed A/T,Green,Yellow,None reported,Yes,"129,000",Switzerland
BMW,428 i,2014,"71,000 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,"16,700",France
BMW,X5 xDrive40i,2019,"60,000 mi.",Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,Yes,"36,500",Norway
Porsche,Boxster Base,1998,"75,539 mi.",Gasoline,201.0HP 2.5L Flat 6 Cylinder Engine Gasoline Fuel,5-Speed M/T,Blue,Beige,None reported,Yes,"11,995",France
Alfa,Romeo Giulia Base,2017,"36,000 mi.",Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,None reported,Yes,"21,000",Italy
Mercedes-Benz,C-Class C 300,2019,"76,422 mi.",Gasoline,2.0 Liter Turbo,Automatic,Black,Black,None reported,,"28,998",Sweden
Nissan,370Z NISMO Tech,2016,"42,600 mi.",Gasoline,350.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Red,Black,At least 1 accident or damage reported,Yes,"31,950",Spain
Rivian,R1S Adventure Package,2023,211 mi.,,835.0HP Electric Motor Electric Fuel System,A/T,Blue,Black,None reported,Yes,"99,000",Spain
Chevrolet,Suburban LT,2017,"98,888 mi.",Gasoline,6.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,"29,000",Spain
Ford,Fusion Hybrid SE,2019,"64,532 mi.",Hybrid,188.0HP 2.0L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Silver,Gray,At least 1 accident or damage reported,Yes,"19,395",Germany
BMW,X3 xDrive35i,2011,"75,500 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,"12,975",Italy
Buick,Envision Preferred,2019,"32,000 mi.",Gasoline,197.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,"27,000",Austria
Buick,Envision Essence,2019,"47,839 mi.",Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,Summit White,Ebony,None reported,Yes,"24,991",Germany
Porsche,Cayenne GTS,2013,"98,413 mi.",Gasoline,420.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Green,Black,At least 1 accident or damage reported,Yes,"34,900",Italy
Audi,RS 5 2.9T,2022,"9,628 mi.",Gasoline,444.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Black,None reported,Yes,"78,500",Norway
Jaguar,XK8 Base,1999,"15,000 mi.",Gasoline,290.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Green,Beige,None reported,Yes,"16,370",France
Audi,R8 5.2 V10,2021,"6,397 mi.",Gasoline,5.2L V10 40V PDI DOHC,7-Speed Automatic with Auto-Shift,Kemora Gray Metallic,Black / Express Red,None reported,,"172,900",Germany
Honda,Pilot Black Edition,2022,"22,564 mi.",Gasoline,3.5 Liter,Automatic,Platinum White Pearl,Black,None reported,,"44,998",Sweden
Lexus,RX 350 Crafted Line F Sport,2015,"110,000 mi.",Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,"28,000",Switzerland
Mercedes-Benz,Sprinter 3500 High Roof,2022,105 mi.,Diesel,161.0HP 2.0L 4 Cylinder Engine Diesel Fuel,7-Speed A/T,Black,Orange,None reported,Yes,"200,000",Switzerland
Toyota,4Runner Limited,2004,"186,117 mi.",Gasoline,245.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,"13,000",Netherlands
Jeep,Wrangler Sport,2002,"103,500 mi.",Gasoline,190.0HP 4.0L Straight 6 Cylinder Engine Gasoline Fuel,M/T,Yellow,Gray,None reported,Yes,"12,500",Italy
Cadillac,CT6-V 4.2L Blackwing Twin Turbo,2019,"8,074 mi.",Gasoline,4.2L V8 32V GDI DOHC Twin Turbo,10-Speed Automatic,Manhattan Noir Metallic,Jet Black,None reported,,"76,700",Sweden
BMW,M3 Base,2011,"43,000 mi.",Gasoline,414.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,"50,900",Austria
BMW,750 i,2015,"70,700 mi.",Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,At least 1 accident or damage reported,Yes,"23,000",Switzerland
Chevrolet,Trailblazer RS,2022,"42,479 mi.",Gasoline,1.3L I3 12V GDI DOHC Turbo,9-Speed Automatic,Mosaic Black Metallic,Jet Black,None reported,Yes,"28,495",Netherlands
Ford,Excursion XLT 4WD,2000,"205,000 mi.",Gasoline,310.0HP 6.8L 10 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,At least 1 accident or damage reported,Yes,"9,950",Switzerland
Audi,SQ5 3.0T Premium Plus,2019,"22,300 mi.",Gasoline,349.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Gray,None reported,Yes,"38,999",Spain
Ford,Expedition EL Limited,2017,"104,000 mi.",Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,"19,995",Spain
Ford,Bronco Sport Base,2022,"13,865 mi.",Gasoline,1.5L I3 12V PDI DOHC Turbo,8-Speed Automatic,Shadow Black,Ebony,None reported,Yes,"29,182",Germany
BMW,M4 Competition xDrive,2022,"15,882 mi.",Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,Silver,None reported,Yes,"84,995",Netherlands
Land,Rover Defender,2022,"12,209 mi.",Gasoline,5.0L V8 32V GDI DOHC Supercharged,8-Speed Automatic,Black,Black,None reported,,"104,900",Austria
Mercedes-Benz,AMG GLC 43 AMG GLC 43,2021,"10,483 mi.",Gasoline,3.0 Liter Twin Turbo,Automatic,Graphite Grey Metallic,Black w/Red Stitching,None reported,,"60,998",Germany
Nissan,GT-R Premium,2017,"31,150 mi.",Gasoline,565.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Orange,Black,None reported,Yes,"113,000",Sweden
Chrysler,200 C,2015,"44,000 mi.",E85 Flex Fuel,295.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,A/T,White,Black,At least 1 accident or damage reported,Yes,"12,700",Sweden
Hummer,H2 Base,2003,"109,000 mi.",Gasoline,316.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,Beige,Beige,None reported,Yes,"17,500",Italy
BMW,M4 Base,2020,"31,350 mi.",Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Orange,None reported,Yes,"62,450",Norway
Audi,Q8 55 Premium Plus,2021,"30,000 mi.",Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Black,Black,None reported,Yes,"62,000",Belgium
Land,Rover Range Rover HSE,2012,"66,500 mi.",Gasoline,385.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,None reported,Yes,"19,950",Sweden
Nissan,Frontier SV,2012,"96,600 mi.",Gasoline,261.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,Beige,Black,At least 1 accident or damage reported,Yes,"17,000",Netherlands
Toyota,Highlander LE Plus,2015,"198,000 mi.",Gasoline,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,Yes,"14,000",Norway
Audi,S4 3.0T Premium Plus,2013,"91,877 mi.",Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Red,At least 1 accident or damage reported,Yes,"24,000",France
Ford,Expedition Max Limited,2018,"45,578 mi.",Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,–,None reported,Yes,"45,023",Austria
BMW,228 i,2015,"54,000 mi.",Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Red,At least 1 accident or damage reported,Yes,"19,996",Netherlands
Land,Rover Range Rover Sport HST MHEV,2020,"52,000 mi.",Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Gray,Black,None reported,Yes,"55,000",Sweden
Mercedes-Benz,E-Class AMG E 53,2020,"23,044 mi.",Hybrid,3.0 Liter Turbo,Automatic,Emerald Green Metallic,Black/Saddle Brown,None reported,,"72,598",Switzerland
Porsche,911 Carrera,2008,"132,500 mi.",Gasoline,325.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,Yes,"35,000",Belgium
Dodge,Dakota SLT Quad Cab,2006,"256,000 mi.",Gasoline,4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,Yes,"4,000",Austria
Mercedes-Benz,SL-Class SL63 AMG Roadster,2009,"31,370 mi.",Gasoline,518.0HP 6.3L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Brown,None reported,Yes,"65,700",Sweden
Chrysler,Sebring LX,2008,"67,303 mi.",Gasoline,173.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Blue,None reported,Yes,"4,900",Sweden
Chevrolet,Corvette Stingray w/3LT,2021,"12,000 mi.",Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,At least 1 accident or damage reported,Yes,"99,900",Switzerland
Ford,Bronco Outer Banks,2023,"16,500 mi.",Gasoline,275.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,Yes,"54,000",Germany
Toyota,Tacoma TRD Pro,2018,"28,800 mi.",Gasoline,"3.5L V-6 port/direct injection, DOHC, VVT-iE variable valve cont","Manual, 6-Spd",–,Black,None reported,,"42,900",Belgium
RAM,ProMaster 2500 High Roof,2019,"88,000 mi.",Gasoline,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,At least 1 accident or damage reported,Yes,"39,900",Sweden
Ford,Shelby GT350 Base,2018,"18,515 mi.",Gasoline,526.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,At least 1 accident or damage reported,Yes,"60,867",Norway
Tesla,Model 3 Performance,2018,"92,813 mi.",,271.0HP Electric Motor Electric Fuel System,1-Speed A/T,Red,Black,None reported,Yes,"30,499",Norway
Land,Rover Range Rover P530 SE LWB 7 Seat,2023,"2,100 mi.",Gasoline,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Beige,None reported,Yes,"172,000",Belgium
Volvo,XC60 T6 Inscription,2019,"58,600 mi.",Gasoline,330.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,White,At least 1 accident or damage reported,Yes,"29,000",Norway
Lexus,LS 460 Crafted Line,2015,"74,500 mi.",Gasoline,386.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Red,None reported,Yes,"33,900",Sweden
Tesla,Model S 100D,2018,"33,500 mi.",,518.0HP Electric Motor Electric Fuel System,A/T,Gray,Black,None reported,Yes,"51,900",Belgium
Cadillac,XT6 Premium Luxury AWD,2023,222 mi.,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,"69,000",Belgium
Chevrolet,Avalanche 1500 LTZ,2007,"75,124 mi.",E85 Flex Fuel,310.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,A/T,Red,Gray,None reported,Yes,"16,499",Spain
Chevrolet,Corvette Grand Sport,2013,"15,500 mi.",Gasoline,430.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Blue,None reported,Yes,"45,000",France
Audi,Q8 55 Premium,2020,"34,300 mi.",Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,Gray,Brown,None reported,Yes,"52,500",Norway
Honda,Odyssey Elite,2019,"82,000 mi.",Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Silver,Black,None reported,Yes,"32,471",France
Acura,TLX,2023,"3,389 mi.",Gasoline,2.0 Liter DOHC Turbo,Automatic,Platinum White Pearl,Black,None reported,,"38,598",Austria
Porsche,Cayenne GTS Coupe AWD,2023,"10,000 mi.",Gasoline,453.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,None reported,Yes,"145,000",Spain
Cadillac,STS V6,2005,"96,000 mi.",Gasoline,260.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Beige,Brown,At least 1 accident or damage reported,Yes,"4,999",Austria
Dodge,Charger R/T,2021,"7,751 mi.",Gasoline,370.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,Yes,"41,950",Belgium
Audi,RS 7 4.0T Performance Prestige,2017,"66,250 mi.",Gasoline,605.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,"59,200",Sweden
Lexus,CT 200h Premium,2012,"109,000 mi.",Hybrid,134.0HP 1.8L 4 Cylinder Engine Gas/Electric Hybrid,A/T,White,Black,At least 1 accident or damage reported,Yes,"14,945",Netherlands
Hyundai,Genesis Coupe 3.8 Base,2015,"60,000 mi.",Gasoline,348.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,None reported,Yes,"17,000",Spain
Tesla,Model S Performance,2020,"14,700 mi.",,778.0HP Electric Motor Electric Fuel System,1-Speed A/T,Gray,Black,None reported,Yes,"63,000",Italy
Mercedes-Benz,E-Class E 350 4MATIC,2022,"9,006 mi.",Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,None reported,Yes,"56,999",Switzerland
Toyota,GR86 Base,2022,"13,400 mi.",Gasoline,228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,None reported,Yes,"33,499",Netherlands
Porsche,Macan S,2020,"28,570 mi.",Gasoline,3.0 Liter Turbo,Automatic,White,Black,None reported,,"55,998",France
Dodge,Durango SRT,2018,"78,000 mi.",Gasoline,475.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,Yes,"44,700",France
Lexus,LX 570 Base,2013,"134,000 mi.",Gasoline,383.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,At least 1 accident or damage reported,Yes,"29,995",Italy
Kia,Optima Hybrid EX,2013,"104,994 mi.",Hybrid,199.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,6-Speed A/T,Black,Beige,None reported,Yes,"9,000",Belgium
Bentley,Continental GT V8 S,2016,"31,500 mi.",Gasoline,521.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,None reported,Yes,"103,900",Spain
Alfa,Romeo Giulia Base,2020,"30,000 mi.",Gasoline,280.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,–,None reported,Yes,"28,900",Italy
Lexus,LX 600 F SPORT,2023,490 mi.,Gasoline,409.0HP 3.4L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,Yes,"124,999",Austria
Porsche,Taycan Turbo,2020,"18,000 mi.",,616.0HP Electric Motor Electric Fuel System,A/T,Silver,Black,None reported,Yes,"105,000",Germany
Toyota,Sequoia Limited,2017,"67,000 mi.",E85 Flex Fuel,381.0HP 5.7L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Silver,Gray,None reported,Yes,"37,999",Germany
Kia,K5 EX,2021,"8,263 mi.",Gasoline,180.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,White,None reported,Yes,"29,000",Italy
RAM,1500 Big Horn,2021,"35,003 mi.",Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,Bright White Clearcoat,Diesel Gray / Black,None reported,Yes,"40,999",Germany
Chevrolet,Corvette Base,2008,"80,000 mi.",Gasoline,430.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,Beige,None reported,Yes,"31,000",Germany
Chevrolet,Corvette Stingray w/1LT,2022,"6,200 mi.",Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Brown,Black,None reported,Yes,"99,999",Switzerland
Jaguar,F-TYPE S,2014,"74,595 mi.",Gasoline,495.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Green,Black,At least 1 accident or damage reported,Yes,"32,450",France
Audi,A7 3.0T Prestige,2013,"87,066 mi.",Gasoline,310.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Silver,Black,None reported,Yes,"20,999",France
Audi,Q8 3.0T Prestige,2019,"38,360 mi.",Gasoline,3.0L V6 24V GDI DOHC Turbo,8-Speed Automatic,Orca Black Metallic,Black,None reported,,"49,936",Sweden
Kia,Telluride SX,2020,"38,000 mi.",Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Green,Beige,None reported,Yes,"41,999",Netherlands
Toyota,Camry Hybrid XLE,2018,"69,641 mi.",Hybrid,208.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,White,Black,At least 1 accident or damage reported,Yes,"23,995",Spain
Toyota,GR86 Premium,2022,"1,275 mi.",Gasoline,228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,None reported,Yes,"47,999",Belgium
BMW,M3 Base,2001,"60,000 mi.",Gasoline,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Gray,None reported,Yes,"25,000",Switzerland
Jeep,Wrangler Rubicon,2014,"99,450 mi.",Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,Yes,"21,000",Netherlands
Toyota,Tundra Hybrid Capstone,2023,200 mi.,Hybrid,437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,Blue,White,None reported,Yes,"82,500",Belgium
Porsche,Panamera 4 Edition,2016,"68,000 mi.",Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,At least 1 accident or damage reported,Yes,"32,950",Sweden
Lexus,GS 350 Base,2010,"212,000 mi.",Gasoline,303.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,At least 1 accident or damage reported,Yes,"9,450",Spain
GMC,Sierra 3500 Denali,2019,"73,091 mi.",Diesel,445.0HP 6.6L 8 Cylinder Engine Diesel Fuel,A/T,White,Black,At least 1 accident or damage reported,Yes,"58,500",Italy
Kia,Niro Plug-In Hybrid EX,2023,"9,400 mi.",Plug-In Hybrid,180.0HP 1.6L 4 Cylinder Engine Plug-In Electric/Gas,A/T,Black,Black,None reported,Yes,"31,500",Austria
Porsche,Cayenne Base,2014,"117,697 mi.",Gasoline,300.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,"16,975",France
Mercedes-Benz,S-Class S 65 AMG,2015,"95,428 mi.",Gasoline,621.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,A/T,Silver,Silver,None reported,Yes,"55,000",Switzerland
Lexus,GX 460 Premium,2017,"116,300 mi.",Gasoline,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Beige,None reported,Yes,"31,950",Belgium
Acura,MDX Sport Hybrid 3.0L w/Technology Package,2019,"56,778 mi.",Hybrid,321.0HP 3.0L V6 Cylinder Engine Gas/Electric Hybrid,7-Speed A/T,Black,Black,None reported,Yes,"41,899",Germany
Audi,Q5 S line Premium Plus,2023,"5,682 mi.",Hybrid,2.0 Liter TFSI,Automatic,Chronos Gray,Gray,None reported,,"48,698",Netherlands
BMW,530 i,2017,"37,000 mi.",Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,Yes,"31,000",Norway
Kia,Forte Koup EX,2015,"103,748 mi.",Gasoline,173.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,None reported,Yes,"8,500",Norway
Toyota,Sequoia Limited,2005,"86,000 mi.",Gasoline,282.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Silver,–,None reported,Yes,"22,500",Sweden
Land,Rover LR4 HSE,2013,"125,900 mi.",Gasoline,375.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Beige,None reported,Yes,"21,000",Germany
Nissan,Titan SV,2023,"6,200 mi.",Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Gray,None reported,Yes,"48,000",Germany
Ford,F-250 Lariat,2019,"85,000 mi.",Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,"52,500",Norway
Mercedes-Benz,AMG GT AMG GT,2017,"19,324 mi.",Gasoline,456.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Beige,None reported,Yes,"75,000",Netherlands
Cadillac,Escalade Platinum,2018,"49,273 mi.",Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Red,Black,None reported,Yes,"54,000",Sweden
Tesla,Model 3 Standard Range Plus,2019,"42,094 mi.",,Electric Motor Electric Fuel System,A/T,White,White,None reported,Yes,"32,000",Switzerland
BMW,M3 Base,2017,"44,000 mi.",Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,Black,None reported,Yes,"55,000",Austria
Chevrolet,Cruze LT,2012,"148,377 mi.",Gasoline,138.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Black,,,"5,500",France
Dodge,Challenger SRT8,2010,"70,000 mi.",Gasoline,425.0HP 6.1L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Orange,Black,None reported,Yes,"22,000",Netherlands
Mercedes-Benz,Sprinter 2500,2016,"143,290 mi.",Diesel,161.0HP 2.1L 4 Cylinder Engine Diesel Fuel,A/T,White,Black,None reported,Yes,"33,490",Norway
Ford,F-350 Platinum,2019,"69,205 mi.",Diesel,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,Yes,"73,500",Switzerland
Chevrolet,Tahoe LTZ,2015,"123,500 mi.",Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Brown,None reported,Yes,"25,650",Italy
Audi,Q7 3.0T Prestige,2018,"70,773 mi.",Gasoline,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,Yes,"30,950",Switzerland
Jeep,Patriot Latitude,2015,"109,000 mi.",Gasoline,158.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,At least 1 accident or damage reported,Yes,"7,599",Italy
INFINITI,QX70 Base,2014,"71,097 mi.",Gasoline,325.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,Yes,"18,995",Germany
BMW,X5 xDrive35i,2013,"76,309 mi.",Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,Silver,Black,,,"12,000",Austria
Tesla,Model 3,2018,"26,609 mi.",,Electric,Automatic,Gray,–,None reported,,"36,998",Norway
Land,Rover Range Rover P400 SE LWB 7 Seat,2023,"4,126 mi.",Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Black,Beige,,,"155,000",Switzerland
Nissan,240SX Base,1996,"160,490 mi.",–,–,5-Speed M/T,Gray,Black,None reported,Yes,"15,500",Norway
